fecha,pozo_id,campo,produccion_bpd,presion_psi,temperatura_f,agua_porcentaje,gas_porcentaje,estado_pozo
2024-01-12 00:00:00,PS002,Campo Sur,1331.5,1550.6,145.5,6.9,16.1,Activo
2024-01-12 12:00:00,PN002,Campo Norte,1127.0,1817.3,145.4,11.7,26.6,Activo
2024-01-12 18:00:00,PE001,Campo Este,1413.4,1738.0,156.5,11.7,21.4,Activo
2024-01-13 00:00:00,PO002,Campo Oeste,870.7,1590.8,139.0,19.3,13.2,Activo
2024-01-13 06:00:00,PC005,Campo Central,1216.5,1712.0,144.8,23.8,19.6,Activo
2024-01-13 12:00:00,PO002,Campo Oeste,823.9,1673.4,152.0,20.2,11.9,Activo
2024-01-13 18:00:00,PE004,Campo Este,1301.6,2001.4,149.3,17.2,21.1,Activo
2024-01-14 00:00:00,PN001,Campo Norte,1107.3,1795.2,119.1,9.9,17.0,Activo
2024-01-14 06:00:00,PN002,Campo Norte,1075.2,1930.6,133.6,12.8,18.5,Activo
2024-01-14 12:00:00,PS004,Campo Sur,1244.1,1585.1,149.3,15.1,14.1,Activo
2024-01-14 18:00:00,PN004,Campo Norte,1246.2,1815.9,140.2,15.3,16.5,Activo
2024-01-15 06:00:00,PN001,Campo Norte,1004.8,1787.9,149.7,16.4,15.5,Activo
2024-01-15 12:00:00,PS004,Campo Sur,1079.2,1660.6,135.3,19.2,19.4,Activo
2024-01-16 00:00:00,PO003,Campo Oeste,867.1,1555.2,141.0,18.1,17.9,Activo
2024-01-16 06:00:00,PE004,Campo Este,1361.7,2002.2,150.3,17.7,17.2,Activo
2024-01-16 12:00:00,PC004,Campo Central,1228.2,1837.9,156.6,19.1,23.2,Activo
2024-01-16 18:00:00,PN005,Campo Norte,1202.1,1854.6,142.5,16.6,17.5,Activo
2024-01-17 00:00:00,PE001,Campo Este,1359.7,1947.6,148.5,25.5,14.0,Activo
2024-01-17 12:00:00,PS001,Campo Sur,1098.8,1628.2,140.6,11.6,21.9,Activo
2024-01-17 18:00:00,PS004,Campo Sur,1085.3,1634.0,137.4,17.1,15.7,Activo
2024-01-18 00:00:00,PS005,Campo Sur,1017.8,1719.5,142.0,12.5,16.1,Activo
2024-01-18 06:00:00,PO005,Campo Oeste,973.2,1484.2,123.7,11.4,17.1,Activo
2024-01-18 12:00:00,PE002,Campo Este,1381.1,2018.0,161.9,14.2,17.9,Activo
2024-01-18 18:00:00,PE004,Campo Este,1249.7,1898.5,152.7,16.6,14.7,Activo
2024-01-19 00:00:00,PO003,Campo Oeste,1001.9,1722.6,134.1,17.0,20.8,Activo
2024-01-19 06:00:00,PN004,Campo Norte,1159.9,1817.9,145.1,15.5,14.9,Activo
2024-01-19 12:00:00,PN001,Campo Norte,1202.5,1839.8,156.6,19.8,26.6,Activo
2024-01-19 18:00:00,PS003,Campo Sur,1023.3,1769.8,141.5,25.9,14.8,Activo
2024-01-20 00:00:00,PE003,Campo Este,1266.0,1852.0,138.0,12.4,15.0,Activo
2024-01-20 06:00:00,PE005,Campo Este,1365.0,1927.3,170.0,19.8,15.7,Activo
2024-01-20 12:00:00,PC001,Campo Central,1160.2,1789.4,139.4,24.2,22.7,Activo
2024-01-20 18:00:00,PN002,Campo Norte,1153.1,1662.9,155.8,14.4,23.0,Activo
2024-01-21 00:00:00,PC002,Campo Central,1090.6,1702.0,150.0,15.2,16.2,Activo
2024-01-21 06:00:00,PE002,Campo Este,1412.3,1814.6,153.9,15.6,20.1,Activo
2024-01-21 12:00:00,PC004,Campo Central,1321.2,1660.0,137.7,21.4,19.3,Activo
2024-01-21 18:00:00,PN001,Campo Norte,1125.2,1924.1,145.9,20.9,18.3,Activo
2024-01-22 00:00:00,PN001,Campo Norte,1406.1,1940.4,143.0,19.9,20.6,Activo
2024-01-22 06:00:00,PE002,Campo Este,1486.9,1822.8,160.5,20.3,11.0,Activo
2024-01-22 12:00:00,PO005,Campo Oeste,83.2,574.7,66.4,18.6,24.0,Inactivo
2024-01-22 18:00:00,PC005,Campo Central,1257.4,1880.3,139.0,6.5,17.8,Activo
2024-01-23 06:00:00,PN003,Campo Norte,1267.0,1829.3,137.5,12.4,13.8,Activo
2024-01-23 12:00:00,PN003,Campo Norte,1193.7,1876.4,137.1,17.5,15.9,Activo
2024-01-24 06:00:00,PO001,Campo Oeste,927.9,1649.1,141.1,12.3,15.7,Activo
2024-01-24 12:00:00,PO002,Campo Oeste,922.5,1415.8,122.9,21.8,24.6,Activo
2024-01-24 18:00:00,PN004,Campo Norte,1175.1,1846.1,147.5,30.4,22.5,Activo
2024-01-25 00:00:00,PS002,Campo Sur,1087.2,1623.6,127.1,16.0,15.0,Activo
2024-01-25 06:00:00,PE002,Campo Este,1207.8,1848.3,146.3,23.4,21.5,Activo
2024-01-25 12:00:00,PO003,Campo Oeste,949.2,1718.4,135.6,10.7,24.1,Activo
2024-01-25 18:00:00,PE003,Campo Este,1403.9,1817.0,153.5,10.6,12.5,Activo
2024-01-26 00:00:00,PC003,Campo Central,1342.6,1902.8,138.8,17.8,15.4,Activo
2024-01-26 06:00:00,PE002,Campo Este,1301.3,1852.6,148.1,15.2,14.7,Activo
2024-01-26 12:00:00,PN001,Campo Norte,1227.0,1796.0,143.1,10.5,15.7,Activo
2024-01-26 18:00:00,PE004,Campo Este,1425.5,1940.1,147.2,15.5,21.0,Activo
2024-01-27 00:00:00,PO005,Campo Oeste,783.1,1643.5,129.7,17.9,14.9,Activo
2024-01-27 06:00:00,PO001,Campo Oeste,769.5,1469.8,135.4,16.3,14.4,Activo
2024-01-27 12:00:00,PS003,Campo Sur,1163.9,1567.1,139.5,8.9,15.4,Activo
2024-01-27 18:00:00,PE005,Campo Este,1354.7,1831.2,151.9,20.0,15.7,Activo
2024-01-28 06:00:00,PO003,Campo Oeste,870.3,1646.2,133.4,16.9,15.6,Activo
2024-01-28 12:00:00,PO002,Campo Oeste,958.7,1587.5,144.3,16.3,19.4,Activo
2024-01-28 18:00:00,PC001,Campo Central,1208.8,1711.0,146.5,17.0,16.3,Activo
2024-01-29 00:00:00,PC005,Campo Central,1279.0,1916.0,157.0,13.4,22.8,Activo
2024-01-29 06:00:00,PO002,Campo Oeste,909.2,1437.0,126.9,5.6,16.6,Activo
2024-01-29 18:00:00,PC003,Campo Central,1028.9,1768.8,156.2,7.6,22.6,Activo
2024-01-30 12:00:00,PN004,Campo Norte,1207.2,1761.8,148.8,16.7,22.2,Activo
2024-01-30 18:00:00,PS004,Campo Sur,1049.0,1678.4,132.2,12.8,19.5,Activo
2024-01-31 06:00:00,PC004,Campo Central,1437.7,1688.1,140.0,6.1,24.0,Activo
2024-01-31 12:00:00,PN004,Campo Norte,1265.4,1795.6,147.2,9.4,27.8,Activo
2024-02-01 00:00:00,PO005,Campo Oeste,871.0,1637.7,150.1,21.7,24.4,Activo
2024-02-01 06:00:00,PO005,Campo Oeste,898.9,1520.8,134.0,15.3,22.4,Activo
2024-02-01 12:00:00,PO004,Campo Oeste,780.8,1722.4,133.7,12.9,14.0,Activo
2024-02-02 00:00:00,PO001,Campo Oeste,916.4,1733.5,132.9,7.5,17.0,Activo
2024-02-02 06:00:00,PE003,Campo Este,1322.7,1684.2,154.6,13.8,20.8,Activo
2024-02-02 12:00:00,PS002,Campo Sur,1284.9,1790.1,137.8,9.5,28.3,Activo
2024-02-02 18:00:00,PS001,Campo Sur,1105.9,1701.1,139.8,16.0,17.4,Activo
2024-02-03 00:00:00,PO004,Campo Oeste,892.6,1556.3,134.7,12.3,15.1,Activo
2024-02-03 18:00:00,PE004,Campo Este,1272.2,1811.2,169.0,19.7,23.1,Activo
2024-02-04 06:00:00,PC002,Campo Central,1321.3,1730.8,147.0,18.6,19.8,Activo
2024-02-04 12:00:00,PO001,Campo Oeste,913.9,1692.7,126.4,18.1,20.4,Activo
2024-02-04 18:00:00,PO002,Campo Oeste,919.0,1626.1,125.0,19.6,17.3,Activo
2024-02-05 00:00:00,PC005,Campo Central,3593.2,550.2,72.2,8.0,11.8,Mantenimiento
2024-02-05 06:00:00,PS004,Campo Sur,1160.6,1597.6,154.0,4.6,24.8,Activo
2024-02-05 12:00:00,PE002,Campo Este,1371.1,1892.3,150.6,17.0,17.8,Activo
2024-02-05 18:00:00,PO003,Campo Oeste,1060.3,1609.1,136.2,13.2,17.8,Activo
2024-02-06 00:00:00,PE001,Campo Este,1380.8,1763.2,144.2,18.7,18.7,Activo
2024-02-06 06:00:00,PN003,Campo Norte,1181.6,1801.5,147.8,12.3,14.9,Activo
2024-02-06 12:00:00,PN001,Campo Norte,1219.6,1721.7,148.3,6.5,22.1,Activo
2024-02-06 18:00:00,PN005,Campo Norte,1247.3,1820.5,152.9,23.3,22.1,Activo
2024-02-07 00:00:00,PN005,Campo Norte,1015.9,1697.6,140.0,15.1,20.1,Activo
2024-02-07 06:00:00,PE003,Campo Este,1277.4,1914.9,149.0,11.9,12.4,Activo
2024-02-07 12:00:00,PN002,Campo Norte,1107.7,1691.9,137.2,20.3,14.2,Activo
2024-02-07 18:00:00,PN003,Campo Norte,1463.2,1839.5,146.5,10.7,20.8,Activo
2024-02-08 00:00:00,PO004,Campo Oeste,892.4,1609.8,155.5,14.5,22.6,Activo
2024-02-08 06:00:00,PC002,Campo Central,1179.7,1747.2,164.2,11.9,25.2,Activo
2024-02-08 12:00:00,PC001,Campo Central,1320.8,1705.0,155.1,19.9,20.5,Activo
2024-02-08 18:00:00,PN003,Campo Norte,1043.0,1741.8,143.0,14.6,20.5,Activo
2025-12-31 23:59:59,PN003,Campo Norte,1043.0,1741.8,143.0,14.6,20.5,Activo
2024-02-09 12:00:00,PO002,Campo Oeste,993.0,1616.6,137.2,8.6,13.7,Activo
2024-02-09 18:00:00,PE005,Campo Este,1455.3,1896.8,160.5,15.1,18.1,Activo
2024-02-10 00:00:00,PO004,Campo Oeste,1043.8,1558.7,135.8,12.7,16.3,Activo
2024-02-10 06:00:00,PE003,Campo Este,1319.1,1917.8,151.2,21.3,14.4,Activo
2024-02-10 12:00:00,PN003,Campo Norte,1181.3,1764.8,156.6,16.0,22.1,Activo
2024-02-10 18:00:00,PO005,Campo Oeste,801.4,1621.4,142.1,15.4,22.3,Activo
2024-02-11 06:00:00,PS003,Campo Sur,1245.3,1826.4,135.8,12.9,16.9,Activo
2024-02-11 12:00:00,PC003,Campo Central,1115.6,1676.5,142.0,11.2,17.9,Activo
2024-02-12 00:00:00,PC002,Campo Central,1245.1,1804.0,141.0,16.9,18.7,Activo
2024-02-12 06:00:00,PO004,Campo Oeste,999.2,1623.1,154.6,11.8,15.9,Activo
2024-02-12 12:00:00,PS004,Campo Sur,1037.7,1655.6,134.9,20.9,23.7,Activo
2024-02-12 18:00:00,PC003,Campo Central,1192.9,1683.4,153.8,12.2,20.5,Activo
2024-02-13 06:00:00,PE003,Campo Este,1311.2,1922.9,157.7,18.3,26.0,Activo
2024-02-13 12:00:00,PS003,Campo Sur,1082.3,1636.1,129.0,11.3,17.9,Activo
2024-02-14 00:00:00,PC005,Campo Central,1502.7,1707.5,146.1,20.2,20.7,Activo
2024-02-14 06:00:00,PS003,Campo Sur,1284.7,1746.7,137.1,18.0,22.4,Activo
2024-02-14 12:00:00,PN005,Campo Norte,1282.0,1840.6,153.5,20.8,23.5,Activo
2024-02-14 18:00:00,PN005,Campo Norte,1264.9,1786.6,146.2,21.0,14.7,Activo
2024-02-15 00:00:00,PO001,Campo Oeste,986.9,1568.5,135.2,21.4,18.8,Activo
2024-02-15 12:00:00,PN003,Campo Norte,1169.2,1817.5,147.0,22.9,17.6,Activo
2024-02-15 18:00:00,PN004,Campo Norte,1227.9,1848.6,146.5,12.8,18.8,Activo
2024-02-16 00:00:00,PN002,Campo Norte,1307.4,1717.9,146.1,11.5,22.8,Activo
2024-02-16 06:00:00,PE001,Campo Este,1197.7,1855.3,158.0,22.8,17.7,Activo
2024-02-16 12:00:00,PO005,Campo Oeste,894.5,1750.5,123.4,4.0,19.8,Activo
2024-02-16 18:00:00,PC004,Campo Central,1199.8,1668.3,155.7,16.2,15.7,Activo
2024-02-17 00:00:00,PC004,Campo Central,1122.0,1819.8,155.2,14.5,25.4,Activo
2024-02-17 06:00:00,PC001,Campo Central,1143.0,1628.0,144.5,14.8,19.0,Activo
2024-02-17 12:00:00,PS003,Campo Sur,1075.9,1728.2,130.0,22.2,17.7,Activo
2024-02-18 00:00:00,PO005,Campo Oeste,1014.3,1706.3,136.6,18.5,17.6,Activo
2024-02-18 06:00:00,PE003,Campo Este,1494.0,1845.9,169.4,14.8,12.3,Activo
2024-02-18 12:00:00,PS003,Campo Sur,1112.8,1645.5,146.7,11.7,16.2,Activo
2024-02-19 00:00:00,PS003,Campo Sur,1178.6,1734.0,132.3,14.8,18.0,Activo
2024-02-19 06:00:00,PS003,Campo Sur,984.2,1820.3,147.0,13.9,18.1,Activo
2024-02-19 18:00:00,PO003,Campo Oeste,921.9,1743.8,140.1,12.1,20.3,Activo
2024-02-20 00:00:00,PN005,Campo Norte,4019.8,3373.1,203.7,11.8,20.8,Activo
2024-02-20 06:00:00,PS005,Campo Sur,1139.3,1771.6,145.1,20.2,15.9,Activo
2024-02-20 12:00:00,PE005,Campo Este,296.3,4214.8,274.6,11.6,24.9,Inactivo
2024-02-21 06:00:00,PN002,Campo Norte,1243.6,1803.0,146.0,18.1,13.9,Activo
2024-02-21 18:00:00,PO001,Campo Oeste,1107.4,1501.9,123.3,16.1,22.2,Activo
2024-02-22 06:00:00,PC004,Campo Central,1338.4,1802.2,137.4,22.4,23.5,Activo
2024-02-22 12:00:00,PE005,Campo Este,1287.4,1931.7,159.0,16.3,15.8,Activo
2024-02-22 18:00:00,PN002,Campo Norte,1132.8,1798.0,154.4,17.7,16.5,Activo
2024-02-23 00:00:00,PE004,Campo Este,1427.2,1672.1,164.2,6.3,16.6,Activo
2024-02-23 06:00:00,PN005,Campo Norte,1088.0,1696.4,154.3,12.7,19.4,Activo
2024-02-23 12:00:00,PE005,Campo Este,4035.9,581.4,93.4,8.6,22.0,Mantenimiento
2024-02-23 18:00:00,PN004,Campo Norte,1150.6,1675.5,141.6,22.5,21.4,Activo
2024-02-24 00:00:00,PS004,Campo Sur,1065.1,1672.1,137.4,25.4,19.5,Activo
2024-02-24 06:00:00,PE004,Campo Este,1393.0,1982.4,156.9,13.7,17.2,Activo
2024-02-24 12:00:00,PS004,Campo Sur,1092.8,1697.0,145.8,15.3,20.9,Activo
2024-02-24 18:00:00,PC005,Campo Central,1241.9,1756.3,134.0,19.6,19.4,Activo
2024-02-25 00:00:00,PN003,Campo Norte,1299.8,1568.3,161.7,14.3,22.4,Activo
2024-02-25 12:00:00,PE005,Campo Este,1330.9,1917.4,162.0,17.5,18.6,Activo
2024-02-25 18:00:00,PS004,Campo Sur,1136.5,1892.3,139.5,16.0,22.2,Activo
2024-02-26 00:00:00,PC005,Campo Central,1360.6,1845.0,155.1,9.3,24.5,Activo
2024-02-26 06:00:00,PS002,Campo Sur,985.4,1724.2,134.0,14.7,19.3,Activo
2024-02-27 00:00:00,PS004,Campo Sur,1070.2,1810.1,138.8,15.6,17.3,Activo
2024-02-27 06:00:00,PC003,Campo Central,1251.6,1662.3,138.5,23.0,14.6,Activo
2024-02-27 12:00:00,PO001,Campo Oeste,850.9,1427.7,129.9,8.4,24.6,Activo
2024-02-28 00:00:00,PN004,Campo Norte,950.1,1983.3,133.9,6.8,22.1,Activo
2024-02-28 06:00:00,PC004,Campo Central,1494.0,1860.7,154.5,18.0,21.4,Activo
2024-02-28 18:00:00,PO005,Campo Oeste,92.2,585.8,187.9,10.1,13.6,Inactivo
2024-02-29 00:00:00,PN004,Campo Norte,1218.0,1911.4,152.3,7.1,14.0,Activo
2024-02-29 06:00:00,PN004,Campo Norte,1294.1,1721.4,143.2,17.8,14.1,Activo
2024-02-29 18:00:00,PE003,Campo Este,1394.0,1898.4,159.4,16.1,23.5,Activo
2024-03-01 06:00:00,PS001,Campo Sur,1104.1,1643.8,134.7,8.0,25.0,Activo
2024-03-01 12:00:00,PS004,Campo Sur,975.6,1644.6,134.3,19.5,16.8,Activo
2024-03-01 18:00:00,PO003,Campo Oeste,1074.8,1546.1,137.2,10.8,26.6,Activo
2024-03-02 00:00:00,PO003,Campo Oeste,831.2,1624.8,140.1,17.1,17.3,Activo
2024-03-02 06:00:00,PO003,Campo Oeste,937.0,1603.5,133.8,19.8,26.8,Activo
2024-03-02 12:00:00,PO003,Campo Oeste,894.3,1490.4,134.3,27.9,14.8,Activo
2024-03-02 18:00:00,PO004,Campo Oeste,1113.9,1734.2,130.6,17.8,24.5,Activo
2024-03-03 00:00:00,PE005,Campo Este,1312.1,1883.7,150.3,9.9,15.4,Activo
2024-03-03 06:00:00,PN004,Campo Norte,1077.6,1802.7,138.8,16.2,11.8,Activo
2024-03-03 12:00:00,PN005,Campo Norte,1233.1,1866.7,129.1,16.9,22.9,Activo
2024-03-04 00:00:00,PS005,Campo Sur,1155.8,1706.1,144.3,10.4,18.7,Activo
2024-03-04 06:00:00,PS001,Campo Sur,958.6,1691.1,132.8,11.3,22.9,Activo
2024-03-04 12:00:00,PE004,Campo Este,3647.8,779.5,73.1,13.4,22.9,Mantenimiento
2024-03-04 18:00:00,PE004,Campo Este,1364.2,2085.5,158.1,16.0,16.8,Activo
2024-03-05 00:00:00,PC003,Campo Central,1263.4,1737.8,155.7,19.8,14.9,Activo
2024-03-05 06:00:00,PS003,Campo Sur,966.9,1553.1,144.1,9.5,9.4,Activo
2024-03-05 12:00:00,PE003,Campo Este,1388.9,2099.4,155.0,19.2,18.3,Activo
2024-03-05 18:00:00,PN002,Campo Norte,1190.1,1873.5,142.7,16.3,19.3,Activo
2024-03-06 00:00:00,PO005,Campo Oeste,883.2,1679.4,133.6,11.2,20.1,Activo
2024-03-06 06:00:00,PN003,Campo Norte,1110.2,1802.3,144.9,20.4,19.9,Activo
2024-03-06 12:00:00,PE005,Campo Este,1347.5,1965.4,166.1,17.8,18.0,Activo
2024-03-07 00:00:00,PC005,Campo Central,1255.7,1792.4,149.4,17.4,18.3,Activo
2024-03-07 06:00:00,PN004,Campo Norte,1002.5,1724.9,143.8,9.0,20.4,Activo
2024-03-07 12:00:00,PO001,Campo Oeste,1103.1,1697.5,133.3,22.5,18.6,Activo
2024-03-07 18:00:00,PE004,Campo Este,1316.3,1850.9,152.6,13.1,18.7,Activo
2024-03-08 06:00:00,PC004,Campo Central,1101.5,1545.7,157.5,8.2,17.1,Activo
2024-03-08 12:00:00,PO001,Campo Oeste,833.0,1455.8,139.3,18.8,15.7,Activo
2024-03-08 18:00:00,PE001,Campo Este,1090.9,1856.3,158.1,7.6,18.7,Activo
2024-03-09 00:00:00,PO002,Campo Oeste,948.5,1646.3,136.0,10.1,22.8,Activo
2024-03-09 06:00:00,PE005,Campo Este,1334.1,1897.8,147.5,12.8,14.5,Activo
2024-03-09 12:00:00,PN004,Campo Norte,1182.7,1936.9,134.0,6.9,23.9,Activo
2024-03-10 00:00:00,PC001,Campo Central,1317.8,1711.0,167.3,12.0,21.0,Activo
2024-03-10 06:00:00,PS005,Campo Sur,1129.9,1804.1,152.5,15.2,15.0,Activo
2024-03-10 12:00:00,PC002,Campo Central,1296.0,1695.8,166.1,15.7,16.5,Activo
2024-03-10 18:00:00,PS003,Campo Sur,1118.5,1592.2,132.2,21.0,15.4,Activo
2024-03-11 00:00:00,PC001,Campo Central,1145.3,1792.9,159.5,18.6,22.0,Activo
2024-03-11 06:00:00,PS005,Campo Sur,1024.3,1586.3,152.0,13.4,17.0,Activo
2024-03-11 12:00:00,PN002,Campo Norte,266.6,3320.1,74.3,25.8,15.4,Inactivo
2024-03-11 18:00:00,PN002,Campo Norte,1292.8,1804.6,147.1,22.6,20.0,Activo
2024-03-12 00:00:00,PN004,Campo Norte,1253.8,1885.8,142.1,10.8,13.8,Activo
2024-03-12 06:00:00,PC001,Campo Central,1053.4,1914.5,141.2,13.9,16.9,Activo
2024-03-12 12:00:00,PC001,Campo Central,1280.7,1815.3,156.9,12.1,17.3,Activo
2024-03-12 18:00:00,PC003,Campo Central,1278.3,1730.1,162.9,17.5,20.9,Activo
2024-03-13 00:00:00,PN004,Campo Norte,1266.3,1893.9,146.4,8.5,19.6,Activo
2024-03-13 06:00:00,PN004,Campo Norte,1134.9,1757.7,149.7,21.2,18.1,Activo
2024-03-13 12:00:00,PN003,Campo Norte,1230.9,1936.2,146.9,28.0,20.3,Activo
2024-03-13 18:00:00,PE005,Campo Este,1173.9,1960.3,158.0,21.4,20.7,Activo
2024-03-14 00:00:00,PE004,Campo Este,1336.2,1802.1,153.3,10.7,15.7,Activo
2024-03-14 06:00:00,PO005,Campo Oeste,1008.9,1733.6,138.2,9.0,19.8,Activo
2024-03-14 12:00:00,PN005,Campo Norte,1319.7,1751.2,143.9,15.1,14.9,Activo
2024-03-14 18:00:00,PO002,Campo Oeste,1014.8,1590.3,138.4,10.6,16.3,Activo
2024-03-15 00:00:00,PO004,Campo Oeste,1022.2,1570.2,148.8,13.0,18.9,Activo
2024-03-15 06:00:00,PE003,Campo Este,1443.3,1786.5,140.9,7.4,23.1,Activo
2024-03-15 12:00:00,PO001,Campo Oeste,894.8,1804.7,130.5,15.9,24.2,Activo
2024-03-15 18:00:00,PO001,Campo Oeste,1150.6,1764.9,144.7,20.1,20.4,Activo
2024-03-16 00:00:00,PS005,Campo Sur,1177.8,1655.9,133.5,15.0,17.3,Activo
2024-03-16 06:00:00,PC003,Campo Central,1204.7,1805.7,157.6,15.4,23.9,Activo
2024-03-16 12:00:00,PO001,Campo Oeste,835.8,1584.5,129.3,5.7,17.7,Activo
2024-03-16 18:00:00,PE001,Campo Este,1337.8,2021.1,160.0,9.9,25.4,Activo
2024-03-17 00:00:00,PO002,Campo Oeste,1072.1,1646.6,133.2,10.2,16.5,Activo
2024-03-17 06:00:00,PC003,Campo Central,1358.9,1900.8,162.3,12.6,13.5,Activo
2024-03-17 18:00:00,PC005,Campo Central,1090.5,1791.1,145.7,9.2,6.5,Activo
2024-03-18 00:00:00,PC003,Campo Central,3118.1,3405.2,228.6,12.7,15.6,Activo
2024-03-18 06:00:00,PS002,Campo Sur,1146.9,1620.1,142.4,18.8,22.9,Activo
2024-03-18 12:00:00,PS001,Campo Sur,1090.0,1683.7,133.0,10.9,17.1,Activo
2024-03-18 18:00:00,PO004,Campo Oeste,986.7,1673.1,128.6,22.5,16.9,Activo
2024-03-19 00:00:00,PE003,Campo Este,1347.9,1840.2,135.6,19.4,20.9,Activo
2024-03-19 06:00:00,PN001,Campo Norte,1171.9,1805.4,149.1,7.2,15.9,Activo
2024-03-19 12:00:00,PN001,Campo Norte,1279.4,1699.7,147.3,8.2,19.9,Activo
2024-03-19 18:00:00,PO005,Campo Oeste,946.4,1470.8,144.3,11.3,14.8,Activo
2024-03-20 00:00:00,PC001,Campo Central,1270.1,1841.9,141.9,15.3,19.7,Activo
2024-03-20 12:00:00,PS004,Campo Sur,992.8,1466.3,143.5,19.5,8.5,Activo
2024-03-20 18:00:00,PS003,Campo Sur,999.0,1749.5,156.5,15.1,15.1,Activo
2024-03-21 06:00:00,PO002,Campo Oeste,854.7,1609.8,148.0,16.6,17.0,Activo
2024-03-21 12:00:00,PS005,Campo Sur,1070.8,1574.9,147.1,14.6,17.3,Activo
2024-03-21 18:00:00,PE001,Campo Este,1669.3,1923.9,149.0,12.9,22.6,Activo
2024-03-22 00:00:00,PO001,Campo Oeste,961.3,1484.9,142.4,11.7,25.5,Activo
2024-03-22 06:00:00,PE005,Campo Este,1458.0,1864.2,165.2,15.3,21.4,Activo
2024-03-22 12:00:00,PO003,Campo Oeste,998.5,1532.3,129.9,20.1,16.7,Activo
